StatementID,Committee,Type,CommitteeNumber,Candidate,FilingDate,AmendedDate,OfficialFiling,TransactionDate,LastName,FirstName,Street,City,State,Zip,Expenditure,Purpose,AmendsExpenditureID,ExpenditureID,
1351,Tara Winer for Council,Official Candidate Committee,2021-OCC-010,Tara Winer,10/05/2021,Invalid Date,28th day before election,09/21/2021,Postcard Mania,,2145 Sunnydale Blvd; 102,Clearwater,FL,33765,$3166.77,Campaign: Printing & Mailing,,6635
1351,Tara Winer for Council,Official Candidate Committee,2021-OCC-010,Tara Winer,10/05/2021,Invalid Date,28th day before election,09/27/2021,Boulder Weekly,,690 South Lashley Ln,Boulder,CO,80305,$771.00,Advertising - Boulder Weekly Voter Guide,,6637
1351,Tara Winer for Council,Official Candidate Committee,2021-OCC-010,Tara Winer,10/05/2021,Invalid Date,28th day before election,09/27/2021,Prairie Mountain Publishing,,5450 Western Ave,Boulder,CO,80305,$1720.00,Advertising - Daily Camera Voter Guide,,6638
1351,Tara Winer for Council,Official Candidate Committee,2021-OCC-010,Tara Winer,10/05/2021,Invalid Date,28th day before election,09/29/2021,Prairie Mountain Publishing,,5450 Western Ave,Boulder,CO,80305,$327.48,Advertising - Daily Camera Ads,,6639
1351,Tara Winer for Council,Official Candidate Committee,2021-OCC-010,Tara Winer,10/05/2021,Invalid Date,28th day before election,09/30/2021,Cross & Oberlie,,916 Byrd Ave,Neenah,WI,54956,$694.75,Yard Signs,,6640
1351,Tara Winer for Council,Official Candidate Committee,2021-OCC-010,Tara Winer,10/05/2021,Invalid Date,28th day before election,10/04/2021,Chase Alexander,,331 E Mt Airy Ave,Philadelphia,PA,19119,$150.00,Design,,6642
1351,Tara Winer for Council,Official Candidate Committee,2021-OCC-010,Tara Winer,10/05/2021,Invalid Date,28th day before election,10/05/2021,Laura Jacoby  ,,701 Walnut St,Philadelphia,PA,19106,$600.00,Design,,6643
1352,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/05/2021,Invalid Date,28th day before election,09/23/2021,D&K Printing Inc.,,5637 Arapahoe Avenue,Boulder,CO,80303,$2594.56,Printed Literature - Palm cards,,6668
1352,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/05/2021,Invalid Date,28th day before election,09/28/2021,Amanda Croy LLC,,1648 Winona Ct. Unit 3,Denver,CO,80204,$1600.00,Graphic and website design,,6669
1352,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/05/2021,Invalid Date,28th day before election,09/29/2021,D&K Printing Inc.,,5637 Arapahoe Avenue,Boulder,CO,80303,$300.00,Printed Literature - Coalition wrapper split,,6670
1352,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/05/2021,Invalid Date,28th day before election,10/04/2021,Stripe Inc.,,510 Townsend Street,San Francisco,CA,94103,$266.80,Credit Card Fees - 24 donations - 9/21-10/4,,6671
1352,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/05/2021,Invalid Date,28th day before election,10/04/2021,Rebel Idealist LLC (DonorBox.org),,2615 Columbia Pike #427,Arlington,VA,22204,$93.64,Online Donation Fees - 24 donations - 9/21 - 10/4,,6672
1352,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/05/2021,Invalid Date,28th day before election,09/21/2021,Facebook; Inc,,1 Hacker Way,Menlo Park,CA,94025,$25.00,Online Ads,,6673
1352,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/05/2021,Invalid Date,28th day before election,09/29/2021,Facebook; Inc,,1 Hacker Way,Menlo Park,CA,94025,$11.61,Online Ads,,6674
1352,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/05/2021,Invalid Date,28th day before election,10/03/2021,Facebook; Inc,,1 Hacker Way,Menlo Park,CA,94025,$35.00,Online Ads,,6675
1352,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/05/2021,Invalid Date,28th day before election,09/30/2021,Google Inc.,,1600 Amphitheatre Pkwy,Mountain View,CA,94043,$33.71,Online Ads,,6676
1352,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/05/2021,Invalid Date,28th day before election,09/27/2021,Squarespace; Inc.,,225 Varick Street; 12th Floor,New York,NY,10014,$26.00,Web hosting,,6677
1354,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/05/2021,Invalid Date,28th day before election,10/05/2021,Stripe,, 510 Townsend Street,san francisco,CA,,$81.65,online payment fees,,6653
1354,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/05/2021,Invalid Date,28th day before election,10/02/2021,google,,1600 Amphitheatre Pkwy,Mountain View,CA,,$6.00,Online Services,,6654
1354,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/05/2021,Invalid Date,28th day before election,08/11/2021,elevations credit union,,2960 Diagonal Hwy,boulder,CO,,$5.00,bank fee,,6655
1354,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/05/2021,Invalid Date,28th day before election,09/18/2021,mark hill graphics,,2118 Pine St,boulder,CO,,$700.00,graphics,,6656
1354,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/05/2021,Invalid Date,28th day before election,09/24/2021,postcard mania,,2145 Sunnydale Blvd,clearwater,DC,,$3166.77,printing,,6657
1354,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/05/2021,Invalid Date,28th day before election,09/26/2021,super cheap signs,,9200 Waterford Ctr Blvd Ste 100,austin,TX,,$1377.88,signs,,6658
1354,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/05/2021,Invalid Date,28th day before election,09/28/2021,mailchimp,,675 Ponce de Leon Ave NE Ste 5000,atlanta,GA,,$10.38,Online Services,,6659
1354,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/05/2021,Invalid Date,28th day before election,09/27/2021,daily camera,,2500 55th St Ste 210,boulder,CO,,$678.96,ads,,6661
1355,Jacques Decalo for City Council,Official Candidate Committee,2021-OCC-017,Jacques Decalo,10/05/2021,Invalid Date,28th day before election,09/21/2021,PayPal,,2211 N 1st St,San Jose	CA	,CO,95131,$3.38,paypal fee,,6663
1355,Jacques Decalo for City Council,Official Candidate Committee,2021-OCC-017,Jacques Decalo,10/05/2021,Invalid Date,28th day before election,09/21/2021,PayPal,,2211 N 1st St,San Jose	CA,CO,95131,$3.38,paypal fee,,6664
1355,Jacques Decalo for City Council,Official Candidate Committee,2021-OCC-017,Jacques Decalo,10/05/2021,Invalid Date,28th day before election,09/25/2021,PayPal,,2211 N 1st St,San Jose	CA,CO,95131,$1.94,paypal fee,,6665
1355,Jacques Decalo for City Council,Official Candidate Committee,2021-OCC-017,Jacques Decalo,10/05/2021,Invalid Date,28th day before election,09/30/2021,PayPal,,2211 N 1st St,San Jose	CA,CO,95131,$1.36,paypal fee,,6666
1355,Jacques Decalo for City Council,Official Candidate Committee,2021-OCC-017,Jacques Decalo,10/05/2021,Invalid Date,28th day before election,10/03/2021,PayPal,,2211 N 1st St,San Jose	CA,CO,95131,$1.94,paypal fee,,6667
1356,Save CU South,Ballot Measure Committee,2021-BMC-003,,10/05/2021,Invalid Date,28th day before election,10/05/2021,00,,00,00,CO,00,$0.00,00,,6678
1357,Michael for Boulder,Official Candidate Committee,2021-OCC-012,Michael Christy,10/05/2021,Invalid Date,28th day before election,09/04/2021,VistaPrint,,170 Data Drive,Waltham,MA,02451,$-41.89,Duplicate expenditure,,6685
1357,Michael for Boulder,Official Candidate Committee,2021-OCC-012,Michael Christy,10/05/2021,Invalid Date,28th day before election,09/29/2021,PostcardMania,,2145 Sunnyvale Blvd,Clearwater,FL,33765,$1956.00,Postcards,,6686
1357,Michael for Boulder,Official Candidate Committee,2021-OCC-012,Michael Christy,10/05/2021,Invalid Date,28th day before election,09/29/2021,Boulder Weekly,,690 South Lashley Lane,Boulder,CO,80305,$949.00,Advertising,,6687
1357,Michael for Boulder,Official Candidate Committee,2021-OCC-012,Michael Christy,10/05/2021,Invalid Date,28th day before election,09/29/2021,Boulder Weekly,,690 South Lashley Lane,Boulder,CO,80305,$426.00,Vote Guide,,6688
1357,Michael for Boulder,Official Candidate Committee,2021-OCC-012,Michael Christy,10/05/2021,Invalid Date,28th day before election,09/24/2021,PostcardMania,,2145 Sunnyvale Bvld,Clearwater,FL,33765,$2848.86,Printed materials,,6689
1357,Michael for Boulder,Official Candidate Committee,2021-OCC-012,Michael Christy,10/05/2021,Invalid Date,28th day before election,09/27/2021,Prairie Mountain Media,,3350 Arapahoe Ave,Boulder,CO,80303,$4708.05,Voter Guide + Ads,,6690
1360,Sierra Club Indian Peaks BMC,Ballot Measure Committee,2021-BMC-022,,10/05/2021,Invalid Date,28th day before election,09/27/2021,D&K Printing,,5637 Arapahoe Ave.,Boulder,CO,80303,$874.96,Printing Cost joint advertising total cost $1;749.92,,6691
1360,Sierra Club Indian Peaks BMC,Ballot Measure Committee,2021-BMC-022,,10/05/2021,Invalid Date,28th day before election,09/29/2021,Boulder Weekly,,690 S. Lashley Ln.,Boulder,CO,80305,$670.50,Printing Cost vote guide joint advertsing total $1;341.00,,6692
1361,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/11/2021,Invalid Date,21st day before election,06/27/2021,Wix.com,,40 Namal,Tel Aviv,CO,6350671,$6.00,Website,,6694
1361,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/11/2021,Invalid Date,21st day before election,10/07/2021,Post Card Mania,,2145 Sunnydale Blvd.,Clearwater,FL,33765,$-974.13,Printed Media,,6696
1361,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/11/2021,Invalid Date,21st day before election,10/06/2021,Boulder Weekly,,690 South Lashley Lane,Boulder,CO,80305,$1888.00,Advertising,,6700
1361,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/11/2021,Invalid Date,21st day before election,10/07/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$6.00,Advertising,,6701
1361,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/11/2021,Invalid Date,21st day before election,10/08/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$11.00,Advertising,,6702
1362,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/12/2021,Invalid Date,21st day before election,10/07/2021,McGukins,,arapahoe,boulder,CO,80302,$9.77,paint markers,,6697
1362,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/12/2021,Invalid Date,21st day before election,10/10/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94205,$25.00,advertising,,6715
1362,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/12/2021,Invalid Date,21st day before election,10/12/2021,CLACE,,34 Pima Ct ,Boulder ,CO,80303,$400.00,Interpreters for Latinx Community Forum - Perspectivas ,,6740
1362,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/12/2021,Invalid Date,21st day before election,10/11/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$25.00,advertising,,6795
1362,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/12/2021,Invalid Date,21st day before election,10/12/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$25.00,advertising,,6796
1362,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/12/2021,Invalid Date,21st day before election,10/11/2021,Heroku,,415 Mission Street; Suite 300,San Francisco,CA,94105,$120.60,app development,,6798
1363,Boulder County Democratic Party,Independent Expenditure Only,2021-IEO-025,,10/11/2021,Invalid Date,Independent Expenditure,10/11/2021,C&D Printing,,5351 Tennyson Street; Unit 1-C,Denver,CO,80212,$2248.58,11% of Printing; mailing services and postage for Voter Guide total $20;441.61,,6703
1364,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/12/2021,Invalid Date,21st day before election,10/05/2021,Boulder Weekly,,690 S Lashley Ln,Boulder,CO,80305,$1597.00,Print Advertising,,6698
1364,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/12/2021,Invalid Date,21st day before election,10/09/2021,Facebook,,1 Hacker Way ,Menlo Park,CA,94025,$75.00,Digital Advertising,,6699
1364,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/12/2021,Invalid Date,21st day before election,10/11/2021,Google,,1600 Amphitheatre Parkway,Mountain View,CA,94043,$110.63,Digital Advertising,,6714
1364,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/12/2021,Invalid Date,21st day before election,10/11/2021,C&D Printing and Mailing,,5351 Tennyson St,Denver,CO,80212,$3019.46,Print Mailers & Postage Costs,,6720
1365,Steve for Boulder,Official Candidate Committee,2021-OCC-009,Steven Rosenblum,10/12/2021,Invalid Date,21st day before election,10/08/2021,Postcard Card Mania,,2145 Sunnydale Blvd	33765,Clearwater,FL,33765,$1000.00,Correcting adjustment to 9-24 entry,,6706
1365,Steve for Boulder,Official Candidate Committee,2021-OCC-009,Steven Rosenblum,10/12/2021,Invalid Date,21st day before election,10/08/2021,Boulder Weekly,,690 S. Lashley Lane,Boulder,CO,80305,$-426.00,Advertising cancellation,,6708
1365,Steve for Boulder,Official Candidate Committee,2021-OCC-009,Steven Rosenblum,10/12/2021,Invalid Date,21st day before election,10/09/2021,Prairie Mountain Media,,2500 55th street,Boulder,CO,80301,$-1273.05,Advertising cancellation,,6709
1365,Steve for Boulder,Official Candidate Committee,2021-OCC-009,Steven Rosenblum,10/12/2021,Invalid Date,21st day before election,10/09/2021,Prairie Mountain Media,,2500 55th street,Boulder,CO,80301,$1782.27,Advertising,,6710
1365,Steve for Boulder,Official Candidate Committee,2021-OCC-009,Steven Rosenblum,10/12/2021,Invalid Date,21st day before election,10/04/2021,Wix.com,,40 Namal Tel Aviv; 6350671 ,Tel Aviv Israel,CO,6350671,$19.00,Website Hosting,,6711
1365,Steve for Boulder,Official Candidate Committee,2021-OCC-009,Steven Rosenblum,10/12/2021,Invalid Date,21st day before election,10/08/2021,Postcard Card Mania,,2145 Sunnydale Blvd	33765,Clearwater,FL,33765,$-974.13,Refund,,6716
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,08/19/2021,Jenn Keeler,,paypal,Boulder,CO,80302,$2572.80,Consulting Campaign Manager,,6756
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,10/07/2021,Amazon,,Amazon,Boulder,CO,80305,$11.91,Voter handouts,,6760
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,10/04/2021,Amazon,,Amazon,Boulder,CO,80305,$11.96,replacement cutter blades for handouts,,6764
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,10/04/2021,Amazon,,Amazon,Boulder,CO,80305,$11.42,Paper cutter for cardstock handouts,,6767
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,09/30/2021,Amazon,,Amazon,Boulder,CO,80305,$489.68,3161.21,,6768
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,09/30/2021,Amazon,,Amazon,Boulder,CO,80305,$92.52,Plantable cardstock for handouts,,6769
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,09/29/2021,Amazon,,Amazon,Boulder,CO,80305,$9.39,Index cards for b/w handouts,,6770
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,09/24/2021,USPS,,4985 Moorhead Ave,Boulder,CO,80305,$23.20,postage stamps for TY notes,,6774
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,09/18/2021,Amazon,,Amazon,Boulder,CO,80305,$12.36,QRCode white t-shirt heat transfer sheets,,6775
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,09/18/2021,Amazon,,Amazon,Boulder,CO,80305,$9.00,QRCODE white t-shirt heat transfer sheets,,6776
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,09/18/2021,Amazon,,Amazon,Boulder,CO,80305,$27.74,video camera tripod for video production,,6777
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,09/18/2021,Amazon,,Amazon,Boulder,CO,80305,$43.48,back lighting tripod for video production,,6778
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,09/18/2021,Amazon,,Amazon,Boulder,CO,80305,$23.94,lighting for video production,,6779
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,09/18/2021,Amazon,,Amazon,Boulder,CO,80305,$21.76,stand for iPhone video recording,,6780
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,09/15/2021,Amazon,,Amazon,Boulder,CO,80305,$47.78,Plantable TY postcard size paper,,6781
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,09/13/2021,Amazon,,Amazon,Boulder,CO,80305,$11.96,Recycled TY envelopes,,6782
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,09/12/2021,Amazon,,Amazon,Boulder,CO,80305,$19.58,second lighting for video glare reduction,,6783
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,09/12/2021,Amazon,,Amazon,Boulder,CO,80305,$16.66,video camera lighting stands for FB video,,6784
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,09/12/2021,Amazon,,Amazon,Boulder,CO,80305,$156.66,video camera lighting stands for FB video,,6785
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,10/09/2021,Amazon,,Amazon,Boulder,CO,80305,$81.61,video camera batteries,,6786
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,10/09/2021,Amazon,,Amazon,Boulder,CO,80305,$23.82,Plantable letter sized paper for handouts,,6787
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,10/09/2021,Amazon,,Amazon,Boulder,CO,80305,$658.46,video camera for FB videos,,6788
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,10/09/2021,Pak Mail,,Pak Mail,Boulder,CO,80305,$40.27,cardboard for biodegradable signs,,6789
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,10/09/2021,McGuckin Hardware,,2525 Arapahoe Ave,Boulder,CO,80302,$28.27,biodegradable glue for yard signs,,6790
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,10/09/2021,Home Depot,,1600 29th St,Boulder,CO,80301,$58.87,cardbord boxes and cutting tools,,6791
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,09/28/2021,Mary Pettigrew,,260 Mohawk Dr,Boulder,CO,80303,$1149.50,website design and maintenance,,6792
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,08/13/2021,Mary Pettigrew,,260 Mohawk Dr,Boulder,CO,80303,$150.00,website tech support,,6793
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,09/04/2021,Mary Pettigrew,,260 Mohawk Dr,Boulder,CO,80303,$520.00,website design,,6794
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,09/13/2021,Amazon,,Amazon,Boulder,CO,80305,$31.50,Plantable TY paper and envelopes,,6800
1366,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/12/2021,Invalid Date,21st day before election,10/07/2021,Boulder Weekley Voter Guide,,690 S. Lashley Ln,Boulder,CO,80305,$499.00,ad in Boulder Weekly voter guide,,6804
1367,Tara Winer for Council,Official Candidate Committee,2021-OCC-010,Tara Winer,10/12/2021,Invalid Date,21st day before election,10/11/2021,Jennifer Schreiber,,3308 Cripple Creek Trl.,Boulder,CO,80305,$44.80,Postage Stamps for Thank-you Notes,,6712
1367,Tara Winer for Council,Official Candidate Committee,2021-OCC-010,Tara Winer,10/12/2021,Invalid Date,21st day before election,10/11/2021,Center Copy Printing,,2200 Central Ave; Ste D1,Boulder,CO,80301,$6585.56,Advertising: Direct Mail,,6713
1368,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/12/2021,Invalid Date,21st day before election,10/07/2021,Prairie Mountain Media,,5990 Washington St,Denver,CO,80216,$1357.65,Advertising,,6717
1368,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/12/2021,Invalid Date,21st day before election,10/07/2021,FedEx,,2795 Pearl St. Ste. 104,Boulder,CO,80302,$99.59,Printing,,6718
1368,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/12/2021,Invalid Date,21st day before election,10/11/2021,Stripe.com,,510 Townsend St,San Francisco,CA,94103 ,$31.58,Credit card fees,,6719
1370,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/13/2021,10/13/2021,21st day before election,10/07/2021,Boulder Weekly,,690 S Lashley Ln,boulder,CO,,$949.00,Ads,,6742
1370,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/13/2021,10/13/2021,21st day before election,10/10/2021,daily camera,,2500 55th St Ste 210,boulder,CO,,$935.00,Ads,,6744
1370,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/13/2021,10/13/2021,21st day before election,10/09/2021,Fedex,,2795 Pearl St; 104,Boulder,CO,,$96.56,Printing,,6745
1370,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/13/2021,10/13/2021,21st day before election,10/11/2021,Center Copy Printing,,2400 Central Ave Ste L,Boulder,CO,,$138.09,Printing,,6747
1370,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/13/2021,10/13/2021,21st day before election,10/08/2021,postcard mania,,2145 Sunnydale Blvd,clearwater,DC,,$-974.13,signs,,6748
1370,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/13/2021,10/13/2021,21st day before election,10/02/2021,daily camera,,2500 55th St Ste 210,Boulder,CO,,$678.96,Ads,,6750
1370,NO on Bedroom$,Ballot Measure Committee,2021-BMC-002,,10/13/2021,10/13/2021,21st day before election,10/12/2021,Stripe,,920 5th Ave,Seattle ,WA,,$68.07,Online Services,,6752
1371,The Coalition,Unofficial Candidate Committee,2021-UCC-015,,10/12/2021,Invalid Date,21st day before election,10/12/2021,Paypal,,2211 North First Street,San Jose,CA,95131,$9.91,Processing fees,,6723
1372,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/12/2021,Invalid Date,21st day before election,10/06/2021,D&K Printing Inc.,,5637 Arapahoe Avenue,Boulder,CO,80303,$152.38,Printed Literature - Palm cards,,6725
1372,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/12/2021,Invalid Date,21st day before election,10/07/2021,Prarie Mountain Media (Daily Camera),,3350 Arapahoe Ave,Boulder,CO,80303,$8266.43,Newspaper Ads,,6726
1372,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/12/2021,Invalid Date,21st day before election,10/11/2021,Stripe Inc.,,510 Townsend Street,San Francisco,CA,94103,$4.35,Credit Card Fees - 1 donate 10/5-10/11,,6727
1372,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/12/2021,Invalid Date,21st day before election,10/11/2021,Rebel Idealist LLC (Donor Box),,2615 Columbia Pike #427,Arlington,VA,22204,$0.38,Online Donation Fees - 1 donation - 10/5 - 10/11,,6728
1372,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/12/2021,Invalid Date,21st day before election,10/11/2021,Facebook Inc.,,1 Hacker Way,Menlo Park,CA,94025,$175.00,Online Advertising,,6729
1372,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/12/2021,Invalid Date,21st day before election,10/10/2021,Facebook Inc.,,1 Hacker Way,Menlo Park,CA,94025,$125.00,Online Advertising,,6730
1372,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/12/2021,Invalid Date,21st day before election,10/08/2021,Facebook Inc.,,1 Hacker Way,Menlo Park,CA,94025,$75.00,Online Advertising,,6732
1372,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,10/12/2021,Invalid Date,21st day before election,10/07/2021,Facebook Inc.,,1 Hacker Way,Menlo Park,CA,94025,$50.00,Online Advertising,,6733
1373,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,10/12/2021,Invalid Date,21st day before election,10/07/2021,Boulder Weekly,,690 S. Lashley Lane,Boulder,CO,,$1847.00,Voter guide,,6721
1373,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,10/12/2021,Invalid Date,21st day before election,10/08/2021,HeyDay Creative,,8735 E. 28th Ave,Denver,CO,,$262.50,Ad Graphics,,6722
1373,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,10/12/2021,Invalid Date,21st day before election,10/06/2021,Staples,,1601 29th St.,Boulder,CO,,$169.79,Print Cards,,6724
1373,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,10/12/2021,Invalid Date,21st day before election,10/06/2021,Facebook,,1 Hacker Way,Menlo Park,CA,,$64.90,Ads,,6731
1375,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/12/2021,Invalid Date,21st day before election,10/07/2021,Rush Order Tees,,2727 Commerce Way,Philadelphia,PA,,$451.18,Campaign T-shirts,,6734
1375,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/12/2021,Invalid Date,21st day before election,10/07/2021,Boulder Weekly,,690 S Lashley Ln,Boulder,CO,,$1597.00,Print Ads,,6735
1375,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/12/2021,Invalid Date,21st day before election,10/12/2021,Facebook,,1 Hacker Way,Menlo Park,CA,,$600.00,Facebook boosting,,6736
1375,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/12/2021,Invalid Date,21st day before election,10/12/2021,Canva,,200 East 6th Street,Austin,TX,,$12.99,Design tool,,6737
1375,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/12/2021,Invalid Date,21st day before election,10/12/2021,Facebook,,1 Hacker Way,Menlo Park,CA,,$248.62,Facebook boosting,,6738
1375,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/12/2021,Invalid Date,21st day before election,10/12/2021,Yellow Scene Magainze,,P.O. Box 964,Erie,CO,,$1255.00,Print Ads,,6797
