FAC_NAME,FAC_CITY,FAC_STATE,FAC_COUNTY,FAC_LAT,FAC_LONG,NPDES_IDS
SD GFP - HOMESTAKE SAVOY INTAKE POND,SPEARFISH,SD,LAWRENCE,44.4771,-103.80994,
SD ARNG - OMS 8 BROOKINGS (FORMER),BROOKINGS,SD,BROOKINGS,44.30083,-96.80015,
"OVERWEG REPAIR, LLC",KIMBALL,SD,BRULE,43.740675,-98.958193,
ONE HOUR MARTINIZING (FORMER),YANKTON,SD,YANKTON,42.8899,-97.39717,
KONE INCORPORATED,SIOUX FALLS,SD,MINNEHAHA,43.552357,-96.759513,
SIOUX FALLS FEDERAL COURTHOUSE,SIOUX FALLS,SD,MINNEHAHA,43.5432,-96.72679,
"XPO LOGISTICS FREIGHT, INC. - XSO",SIOUX FALLS,SD,MINNEHAHA,43.6044,-96.70424,
PIONEER HI-BRED INTERNATIONAL,SIOUX FALLS,SD,MINNEHAHA,43.51106,-96.73123,
WESTERN AREA POWER ADMIN WINNER SUBSTA,WINNER,SD,TRIPP,43.372841,-99.858285,
WAL-MART STORE #1483,YANKTON,SD,YANKTON,42.89724,-97.39763,
BACKHAUS CONSTRUCTION,SIOUX FALLS,SD,MINNEHAHA,43.587473,-96.707139,
PIERSON FORD LINCOLN & MERCURY INC,ABERDEEN,SD,BROWN,45.47033,-98.49996,
BRITTON HECLA SCHOOL,BRITTON,SD,MARSHALL,45.794413,-97.750772,
O'REILLY AUTO PARTS STORE 4363,HURON,SD,BEADLE,44.342431,-98.21416,
ADVANCED AUTO REPAIR INC.,RAPID CITY,SD,PENNINGTON,44.061334,-103.28934,
YANKTON TRANSFER AND RECYCLING FACILITY,YANKTON,SD,YANKTON,42.89426,-97.41215,
DAKOTA TUBE BUILDING 3,WATERTOWN,SD,CODINGTON,44.898752,-97.049373,
FORMER MORGEN MFG,YANKTON,SD,YANKTON,42.881174,-97.396797,
HERITAGE-CRYSTAL CLEAN,SIOUX FALLS,SD,MINNEHAHA,43.595415,-96.7911,
WESTERN PRINTING CO (FORMER),ABERDEEN,SD,BROWN,45.46884,-98.48806,
RONALD W CONNELLY,WINNER,SD,TRIPP,43.377844,-99.858362,
DAKOTA AMERICAN TRANSFORMER INC.,FLANDREAU,SD,MOODY,44.04804,-96.61281,
PAULS'S SANDBLASTING,MITCHELL,SD,DAVISON,43.73874,-98.00783,
AJ'S REPAIR,PIERRE,SD,HUGHES,44.504226,-100.442334,
REILLY REPAIR,WATERTOWN,SD,CODINGTON,44.88995,-97.1611,
SD STATE HISTORICAL SOCIETY MUSEUM,PIERRE,SD,HUGHES,44.374919,-100.340125,
ED AND LARRY'S AUTO,MISSION,SD,TODD,43.305739,-100.666497,
VITRAN EXPRESS,WATERTOWN,SD,CODINGTON,44.91518,-97.08209,
NORWEST BANK PIERRE NA,PIERRE,SD,HUGHES,44.36761,-100.355251,
JPCO D/B/A EMSCO JANITORIAL,SIOUX FALLS,SD,MINNEHAHA,43.54994,-96.71891,
UNITED PARCEL SERVICE - WATERTOWN,WATERTOWN,SD,CODINGTON,44.89026,-97.16707,
"GFL ENVIRONMENTAL SERVICES USA, INC. - VALLEY SPRINGS FACILITY (FORMER TJ'S OIL)",VALLEY SPRINGS,SD,MINNEHAHA,43.58635,-96.45816,
US WEST COMMUNICATIONS,SIOUX FALLS,SD,MINNEHAHA,43.54664,-96.72978,
CLEARFIELD COLONY,DELMONT,SD,CHARLES MIX,43.140342,-98.138318,
PARKSTON TBS,MITCHELL,SD,DAVISON,43.702623,-97.953032,
POLLOCK SCHOOL,POLLOCK,SD,CAMPBELL,45.89877,-100.291551,
JB AUTO SALES,SISSETON,SD,ROBERTS,45.660098,-97.052271,
TOP CROPS COMPANY INC,WATERTOWN,SD,CODINGTON,44.89016,-97.13015,
COLMAN FERTILIZER CO INC,COLMAN,SD,MOODY,43.97915,-96.80922,
ROBERT SHORT & SONS CONST,STURGIS,SD,MEADE,44.41317,-103.51701,
CENTERVILLE MEDICAL CLINIC,CENTERVILLE,SD,TURNER,43.11813,-96.961257,
VALVOLINE INSTANT OIL CHANGE,SIOUX FALLS,SD,MINNEHAHA,43.54654,-96.68125,
TWIN CITY FAN COMPANIES LTD - BROOKINGS PLANT,BROOKINGS,SD,BROOKINGS,44.306015,-96.762064,
"ESCO MANUFACTURING, INC.",WATERTOWN,SD,CODINGTON,44.89751,-97.14613,
LACEYS COUNTRY STOP,SALEM,SD,MCCOOK,43.717442,-97.38878,
JACK BRUNE RESIDENCE,LENNOX,SD,LINCOLN,43.348917,-96.826202,
VRC METAL SYSTEMS LLC,BOX ELDER,SD,PENNINGTON,44.14059,-103.07076,
DEA - CLANDESTINE DRUG LAB,BROOKINGS,SD,BROOKINGS,44.314185,-96.787825,
"SOUTH DAKOTA PARTNERS, INC.",CLEAR LAKE,SD,DEUEL,44.74675,-96.678858,
CENTRAL BODY SHOP (FORMER AMOCO OIL SS #5063),HOT SPRINGS,SD,FALL RIVER,43.43118,-103.47488,
ANDERSEN DRY CLEANERS,REDFIELD,SD,SPINK,44.877861,-98.51853,
ZIEG TRUCKING Z&S DUST CONTROL,RAPID CITY,SD,MEADE,44.145009,-103.131022,
ROSENS INCORPORATED (FORMER - ONE TIME CLEANUP),STURGIS,SD,MEADE,44.36933,-103.47044,
SD DOT MAINTENANCE SHOP - KADOKA,KADOKA,SD,JACKSON,43.835985,-101.592061,
KMART 4735 (CLOSED),MITCHELL,SD,DAVISON,43.69771,-98.01764,
THE SHERWIN-WILLIAMS CO #3214,RAPID CITY,SD,PENNINGTON,44.0811,-103.25043,
TIMBERLINE CORPORATION (FORMER),RAPID CITY,SD,PENNINGTON,44.10124,-103.25538,
"HANSON COUNTY OIL PRODUCERS, LLC",ALEXANDRIA,SD,HANSON,43.649946,-97.777007,
GREAT PLAINS RP CONSORTIUM,BROOKINGS,SD,BROOKINGS,44.31141,-96.7668,
AMERICAN TEL AND TEL COMPANY LONG LINES,HUMBOLDT,SD,MINNEHAHA,43.646468,-97.08951,
CLIMATE SYSTEM,SIOUX FALLS,SD,MINNEHAHA,43.56736,-96.76885,
L & L BODY SHOP,ISABEL,SD,DEWEY,45.005544,-101.234836,
AMOCO OIL SS #5087,RAPID CITY,SD,PENNINGTON,44.08759,-103.20728,
SD DOT,MILLER,SD,HAAKON,44.528103,-98.983601,
NW PUBLIC SRVC - CLARK PWR PLNT,CLARK,SD,CLARK,44.87277,-97.73156,
ST JOSEPH INDIAN SCHOOL TIPI PRESS PRINTING,CHAMBERLAIN,SD,BRULE,43.7998,-99.33775,
"NORDSTROM'S AUTOMOTIVE, INC.",GARRETSON,SD,MINNEHAHA,43.68681,-96.61084,
VELOCITY EXPRESS INC,SIOUX FALLS,SD,MINNEHAHA,43.59269,-96.69799,
LEE AND JUNDT AUTO BODY LTD,MOBRIDGE,SD,WALWORTH,45.537413,-100.41664,
WW TIRE SERVICE INC. - FORT PIERRE,FORT PIERRE,SD,STANLEY,44.35731,-100.3735,
"GUSTAFSON BUILDERS, A DIVISION OF HEAVY CONSTRUCTORS, INC.",RAPID CITY,SD,PENNINGTON,44.067734,-103.310357,
SEARS #2872,SIOUX FALLS,SD,MINNEHAHA,43.512482,-96.77718,
SD DOT,BROOKINGS,SD,BROOKINGS,44.326154,-96.757938,
"RECREATION STATION, INC.",SPEARFISH,SD,LAWRENCE,44.474655,-103.796077,
"DEAN FOODS / ECOLAB, INC.",SIOUX FALLS,SD,MINNEHAHA,43.563806,-96.742453,
CARQUEST AUTO PARTS (FORMER),SIOUX FALLS,SD,MINNEHAHA,43.54809,-96.76115,
SAFEWAY STORE #581,RAPID CITY,SD,PENNINGTON,44.065238,-103.232426,
FARMERS ELEVATOR CO OF PLATTE,PLATTE,SD,CHARLES MIX,43.389896,-98.844932,
DRUG ENFORCEMENT AGENCY,PIERRE,SD,HUGHES,44.368904,-100.353966,
WATERTOWN CITY LANDFILL,WATERTOWN,SD,CODINGTON,44.758333,-98.125,
INTERBAKE FOODS,NORTH SIOUX CITY,SD,UNION,42.53717,-96.49638,
OLSONS BODY SHOP INC,YANKTON,SD,YANKTON,42.88076,-97.3968,
"ASPEN DENTAL MANAGEMENT, INC.",ABERDEEN,SD,BROWN,45.458345,-98.442049,
WILLOW LAKE TBS,WILLOW LAKE,SD,CLARK,44.62715,-97.63421,
"HARR MOTORS, INC.",ABERDEEN,SD,BROWN,45.45906,-98.42894,
AUTOS ON THE MALL,SIOUX FALLS,SD,MINNEHAHA,43.51485,-96.77554,
SD STATE UNIVERSITY - COTTONWOOD FARM,COTTONWOOD,SD,JACKSON,43.965501,-101.902378,
UNITED STATES POSTAL SERVICE,BROOKINGS,SD,BROOKINGS,44.31029,-96.79861,
REUERS AUTO SERVICE,ABERDEEN,SD,BROWN,45.469701,-98.48806,
LEWIS DRUG STORE,SIOUX FALLS,SD,MINNEHAHA,43.54666,-96.71138,
SOUTH DAKOTA STATE UNIVERSITY FROST ARENA (ONE TIME EVENT),BROOKINGS,SD,BROOKINGS,44.31989,-96.78364,
"HASARA, MICHAEL A",SIOUX FALLS,SD,MINNEHAHA,43.52076,-96.72626,
CUSTER CLEANERS,CUSTER,SD,CUSTER,43.76652,-103.60214,
EAFB MISSILE FIELD (FORMER),STONEVILLE,SD,MEADE,36.466279,-79.905578,
SIOUX FALLS TRUCK AND TRAILER INC,SIOUX FALLS,SD,MINNEHAHA,43.59591,-96.71131,
SD DOH - HEALTH LAB (FORMER),PIERRE,SD,HUGHES,44.365673,-100.345705,
ANCHOR PACKAGING,SIOUX FALLS,SD,MINNEHAHA,43.587489,-96.72138,
RUSHMORE GOLD COMPANY INC,RAPID CITY,SD,PENNINGTON,44.10918,-103.21057,
VOGTS FINE CLEANERS,YANKTON,SD,YANKTON,42.87047,-97.39207,
"PC SCRAPPERS, LLC",SIOUX FALLS,SD,MINNEHAHA,43.587473,-96.707139,
HILLS EDGE AUTO,HOT SPRINGS,SD,FALL RIVER,43.477943,-103.527287,
SWEETMAN CONST. CO. - E. RICE ST. DISTRIBUTION COMPLEX,SIOUX FALLS,SD,MINNEHAHA,43.57298,-96.67453,
VIAFLEX,SIOUX FALLS,SD,MINNEHAHA,43.570134,-96.738318,
"FABRA TECH, INC.",MOBRIDGE,SD,CAMPBELL,45.535422,-100.43236,
WAUPACA NORTHWOODS,SPEARFISH,SD,LAWRENCE,44.48045,-103.80125,
BLACK HILLS BIG O TIRES,RAPID CITY,SD,PENNINGTON,44.10663,-103.22172,
TCTS,SIOUX FALLS,SD,MINNEHAHA,43.51975,-96.66249,
GROSSENBURG IMPLEMENT INC.,PHILIP,SD,HAAKON,44.04288,-101.65718,
H & S ENTERPRISES,RAPID CITY,SD,PENNINGTON,44.0832,-103.2952,
ANGUS PALM PLANT #3 (FORMER),WATERTOWN,SD,CODINGTON,44.89024,-97.14417,
HOUSE OF PLASTICS SO DAK DIV,RAPID CITY,SD,PENNINGTON,44.07847,-103.25938,
WASHINGTON ARTS & SCIENCE PAVILION,SIOUX FALLS,SD,MINNEHAHA,43.544511,-96.728299,
T MOTORS (FORMER LOCATION),SIOUX FALLS,SD,LINCOLN,43.459455,-96.801016,
ROSEBUD PHS INDIAN HOSPITAL,ROSEBUD,SD,TODD,43.25543,-100.853876,
"BRIGHTMARK ATHENA RNG, LLC  - BOADWINE FARM",BALTIC,SD,MINNEHAHA,43.746109,-96.823541,
A & G DIESEL INC.,MITCHELL,SD,DAVISON,43.687578,-98.017549,
DYNAMIC ENGINEERING INC.,WATERTOWN,SD,CODINGTON,44.92811,-97.1592,
YELLOW FREIGHT SYSTEM INC SOV (FORMER),SIOUX FALLS,SD,MINNEHAHA,43.56666,-96.7721,
WHEELCO BRAKE AND SUPPLY INC,SIOUX FALLS,SD,MINNEHAHA,43.54389,-96.78628,
AINSWORTH BENNING CONSTRUCTION,LEAD,SD,LAWRENCE,44.3459,-103.75813,
NORTON'S SINCLAIR,HOT SPRINGS,SD,FALL RIVER,43.42991,-103.484173,
LONG RIFLES LLC,STURGIS,SD,MEADE,44.42072,-103.559676,
DAKOTA STATE UNIVERSITY,MADISON,SD,LAKE,44.012594,-97.109784,
SD DOT - TANK SLUDGE CLEAN OUT,FLANDREAU,SD,MOODY,44.051497,-96.750058,
SABERS SPECIALTIES LLC.,MITCHELL,SD,DAVISON,43.70193,-98.058404,
FORMER DAKOTA CHEESE INC WAREHOUSE,MITCHELL,SD,DAVISON,43.707466,-98.020428,
HANSEN MANUFACTURING DBA HI-ROLLER CONVEYORS,SIOUX FALLS,SD,MINNEHAHA,43.598782,-96.76599,
RECREATION STATION INC. (FORMER),SPEARFISH,SD,LAWRENCE,44.47614,-103.80996,
BROOKINGS AUTO MALL LLC,BROOKINGS,SD,BROOKINGS,44.311552,-96.764918,
TERMINAL GRAIN CORPORATION,PARKER,SD,TURNER,43.391035,-97.142778,
CIGNA HOME DELIVERY PHARMACY,SIOUX FALLS,SD,MINNEHAHA,43.60057,-96.72468,
FARMLAND INDUSTRIES INC (FORMER),SIOUX FALLS,SD,MINNEHAHA,43.56488,-96.74187,
JAY'S BODY SHOP,SIOUX FALLS,SD,MINNEHAHA,43.56536,-96.77272,
RAPID COLLISION,RAPID CITY,SD,PENNINGTON,44.05199,-103.19172,
CAPITAL CITY FORD LINCOLN TOYOTA,PIERRE,SD,HUGHES,44.361397,-100.342894,
TERMINAL GRAIN CORPORATION,WAGNER,SD,CHARLES MIX,43.078882,-98.30083,
SAFEWAY STORE #583,SPEARFISH,SD,LAWRENCE,44.50002,-103.85965,
PERFORMANCE PAINT AND BODY LLC,BALTIC,SD,MINNEHAHA,43.76111,-96.77814,
DEADWOOD AUTO SALES INC,DEADWOOD,SD,LAWRENCE,44.378848,-103.728223,
EAGLE'S NEST CONSTRUCTION INC,BUFFALO GAP,SD,CUSTER,43.58213,-103.324368,
OLIN CORPORATION - ECUSTA FIBRE (FORMER),WATERTOWN,SD,CODINGTON,44.90243,-97.11765,
VALVOLINE INSTANT OIL CHANGE,SIOUX FALLS,SD,MINNEHAHA,43.468841,-96.749871,
CARQUEST AUTO PARTS OF RAPID CITY,RAPID CITY,SD,PENNINGTON,44.08143,-103.21268,
CARNEY BRIDGE & DEMOLOTION SD (FORMER),ELKTON,SD,BROOKINGS,44.237892,-96.482723,
LYNX MANUFACTURING INC,RAPID CITY,SD,PENNINGTON,44.101247,-103.25793,
US EPA CLEANUP ANTELOPE MERCURY,ROSEBUD,SD,SHANNON,46.28321,-106.949234,
MAY CONSTRUCTION,EGAN,SD,MOODY,43.997202,-96.64866,
DONNERITE INC.,HOWARD,SD,MINER,44.010009,-97.534917,
DEA - CLANDESTINE DRUG LAB,CORSICA,SD,DOUGLAS,43.422268,-98.408134,
JIMS DIESEL SERVICE INCORPORATED,SIOUX FALLS,SD,MINNEHAHA,43.58743,-96.70766,
WALMART SUPERCENTER #2990,MITCHELL,SD,DAVISON,43.68761,-98.010272,
HEDAHLS INC,ABERDEEN,SD,BROWN,45.45908,-98.4945,
THE SHERWIN-WILLIAMS CO,MITCHELL,SD,DAVISON,43.71367,-98.02555,
HERITAGE DRY CLEANERS,RAPID CITY,SD,PENNINGTON,44.198633,-103.247793,
AMOCO OIL SS #9668 (FORMER),RAPID CITY,SD,PENNINGTON,44.08221,-103.27511,
DARINS AUTO BODY & GLASS INC,BROOKINGS,SD,BROOKINGS,44.362415,-96.74766,
KMART 7023,ABERDEEN,SD,BROWN,45.45922,-98.46023,
EAST RIVER ELECTRIC,MADISON,SD,LAKE,44.00088,-97.12928,
MIDWEST RAILCAR REPAIR INCORPORATED,SIOUX FALLS,SD,MINNEHAHA,43.55968,-96.71972,
LUXURY AUTO MALL OF SIOUX FALLS,SIOUX FALLS,SD,MINNEHAHA,43.54389,-96.77793,
NEW OUTDOOR GEAR (FORMER APEX MEDICAL CORPORATION),SIOUX FALLS,SD,MINNEHAHA,43.53891,-96.70886,
MARTIN INC.,BROOKINGS,SD,BROOKINGS,44.30708,-96.802764,
CORNING CLINICAL LABORATORIES,SIOUX FALLS,SD,MINNEHAHA,43.536328,-96.742541,
NORTH CENTRAL INTERNATIONAL OF SIOUX FALLS INC.,SIOUX FALLS,SD,MINNEHAHA,43.59523,-96.71131,
SUPERAMERICA #4081,HURON,SD,BEADLE,44.367821,-98.214131,
KBK INDUSTRIES INCORPORATED,RAPID CITY,SD,PENNINGTON,44.069714,-103.176144,
SOUTH DAKOTA AGRICULTURAL LABORATORIES,BROOKINGS,SD,BROOKINGS,44.316897,-96.75262,
KIT TRUCKING,SIOUX FALLS,SD,MINNEHAHA,43.58746,-96.71274,
ROEMEN'S AUTOMOTIVE,DELL RAPIDS,SD,MINNEHAHA,43.82549,-96.70665,
LINWELD,RAPID CITY,SD,PENNINGTON,44.065977,-103.194227,
HENDRICKSON TRAILER MITCHELL,MITCHELL,SD,DAVISON,43.767087,-98.04119,
APPLE LINES (FORMER),MADISON,SD,LAKE,44.003692,-97.116936,
APEX MEDICAL CORPORATION,SIOUX FALLS,SD,MINNEHAHA,43.5756,-96.71441,
LOWER BRULE HEALTH CENTER,LOWER BRULE,SD,LYMAN,44.07521,-99.57897,
HARTFORD FARMERS ELEVATOR,HARTFORD,SD,MINNEHAHA,43.62123,-96.94568,
WEGNER AUTO COMPANY,PIERRE,SD,HUGHES,44.364651,-100.350369,
KMART 7306 (CLOSED),SIOUX FALLS,SD,MINNEHAHA,43.54638,-96.68055,
SHERWIN-WILLIAMS #3414,SIOUX FALLS,SD,MINNEHAHA,43.535785,-96.653102,
"CAMERON ASHLEY BUILDING PRODUCTS, INC. (FORMER RISSTONE CASE GOODS INC)",BLACK HAWK,SD,MEADE,44.14161,-103.30244,
BUTLER MACHINERY COMPANY - COEUR WHARF SHOP,LEAD,SD,LAWRENCE,44.349104,-103.868227,
SALLY BEAUTY SUPPLY #10030 (FORMER),BROOKINGS,SD,BROOKINGS,44.293634,-96.768306,
EMPIRE TRANSMISSION & BRAKE,SIOUX FALLS,SD,MINNEHAHA,43.51873,-96.77438,
RODNEY LOWE CONSTRUCTION,GARRETSON,SD,MINNEHAHA,43.69578,-96.51135,
THYSSEN MINING FSCF EXCAVATION PROJECT,LEAD,SD,LAWRENCE,44.347788,-103.759833,
ONE HOUR MARTINIZING (CLOSED),SIOUX FALLS,SD,MINNEHAHA,43.52215,-96.73347,
CUSTER HIGH SCHOOL,CUSTER,SD,CUSTER,43.7699,-103.60133,
FEDEX GROUND - SIOUX FALLS,SIOUX FALLS,SD,MINNEHAHA,43.596257,-96.672439,
ISNA WICA OWAYAWA / LONEMAN SCHOOL,OGLALA,SD,SHANNON,35.709491,-120.312466,
"GENPRO ENERGY SOLUTIONS, LLC",PIEDMONT,SD,MEADE,44.25056,-103.39992,
PORTRAIT INNOVATIONS #160,SIOUX FALLS,SD,MINNEHAHA,43.51485,-96.77284,
TRAILERMAX INCORPORATED,SIOUX FALLS,SD,MINNEHAHA,43.5746,-96.7678,
FORMER SOUTH DAKOTA GOLD CO,RAPID CITY,SD,PENNINGTON,44.11368,-103.22173,
DAKOTA PLATING,SIOUX FALLS,SD,MINNEHAHA,43.56454,-96.71143,
"AINSWORTH-BENNING CONSTRUCTION, INC.",SPEARFISH,SD,LAWRENCE,44.48311,-103.80337,
"RBE ELECTRONICS OF SOUTH DAKOTA, INC.",ABERDEEN,SD,BROWN,45.472324,-98.436937,
MALLOY ELECTRIC,SIOUX FALLS,SD,MINNEHAHA,43.56329,-96.73789,
BELLE LAUNDRY & DRY CLEANING,BELLE FOURCHE,SD,BUTTE,44.671459,-103.850589,
UNCLE MILTS ALIGNMENT SERVICE,RAPID CITY,SD,PENNINGTON,44.08429,-103.19676,
SEXAUER COMPANY,BROOKINGS,SD,BROOKINGS,44.30624,-96.79885,
ALANS PAINT & BODY INCORPORATED,CORSICA,SD,DOUGLAS,43.42477,-98.409228,
MODERN BODY SHOP,YANKTON,SD,YANKTON,42.86936,-97.3921,
"DAKOTALAND MANUFACTURING, INC.",WATERTOWN,SD,CODINGTON,44.92483,-97.15769,
MADISON CENTRAL SCHOOL DISTRICT #39-2,MADISON,SD,LAKE,44.01503,-97.103571,
JOHNSON FORD INC.,SPEARFISH,SD,LAWRENCE,44.47562,-103.81314,
"BROWN & SAENGER, INC.",SIOUX FALLS,SD,MINNEHAHA,43.56338,-96.73664,
DISCO SEEDS,MITCHELL,SD,DAVISON,43.71686,-98.02419,
TWO FOR ONE CLEANERS INCORPORATED,SIOUX FALLS,SD,MINNEHAHA,43.53672,-96.73184,
HARVARD INDUSTRIES,WATERTOWN,SD,CODINGTON,44.92811,-97.1592,
CUSTOM FABRICATORS INC.,WATERTOWN,SD,CODINGTON,44.919301,-97.142935,
"BRIGHTMARK ATHENA RNG, LLC – MOOODY FARM",GARRETSON,SD,MINNEHAHA,43.823884,-96.460612,
RED GIANT OIL COMPANY (FORMER USED OIL TRANSFER FACILITY),RAPID CITY,SD,PENNINGTON,44.108301,-103.27201,
BLACK HILLS PLATING & POLISHING LLC,BLACK HAWK,SD,MEADE,44.19842,-103.34385,
"KIEFFER SANITATION/WASTE CONNECTIONS, INC.",RAPID CITY,SD,PENNINGTON,44.06748,-103.174678,
WALMART SUPERCENTER #1500,WATERTOWN,SD,CODINGTON,44.88722,-97.068,
LEWIS DRUG STORE (WESTGATE STORE),SIOUX FALLS,SD,MINNEHAHA,43.54387,-96.76115,
RAPID AIR CORPORATION (FORMER),MADISON,SD,LAKE,44.003987,-97.120487,
RJ RIES VALLET CLEANERS INC.,SIOUX FALLS,SD,MINNEHAHA,43.529379,-96.791039,
SHERWIN-WILLIAMS #721466,TEA,SD,LINCOLN,43.175655,-111.034199,
"REYNOLDS, ROSS RESIDENCE OF",WATERTOWN,SD,CODINGTON,44.94483,-97.21917,
SODAK LABS,BROOKINGS,SD,BROOKINGS,44.308005,-96.751716,
H-S PRECISION INC,RAPID CITY,SD,PENNINGTON,44.07266,-103.15605,
ESTES EXPRESS LINES (ONE TIME EVENT),ELK POINT,SD,UNION,42.651828,-96.638252,
BIG E AUTO SERVICE,MITCHELL,SD,DAVISON,43.702152,-98.025856,
XPO LOGISTICS SPILL @ C&B OPERATIONS/JOHN DEERE IMPLEMENT,CHAMBERLAIN,SD,BRULE,43.803982,-99.315813,
ARCTIC CAT INC.,MADISON,SD,LAKE,43.99055,-97.104266,
TRANSOURCE TRUCK AND EQUIPMENT (FORMER SHEEHAN MACK SALES & EQUIPMENT),ABERDEEN,SD,BROWN,45.458982,-98.404881,
"SIOUX FALLS, CITY OF - RUMMEL RAMP",SIOUX FALLS,SD,MINNEHAHA,43.54468,-96.72586,
KNIFE RIVER MIDWEST PORTABLE ASPHALT PLANT 5,HARRISBURG,SD,LINCOLN,43.441602,-96.699548,
RJ RIES VALLET CLEANERS INC.,SIOUX FALLS,SD,MINNEHAHA,43.519326,-96.731255,
HOWES OIL COMPANY - HOWES OIL COMPANY -,SIOUX FALLS,SD,MINNEHAHA,43.54149,-96.715631,
"FORMER RAVEN INDUSTRIES, INC (ENGINEERED FILMS DIVISION)",SIOUX FALLS,SD,MINNEHAHA,43.57006,-96.736867,
NAPA AUTO PARTS,MISSION,SD,TODD,43.30583,-100.65636,
WINKER TRANSMISSION SERVICE (FORMER),BROOKINGS,SD,BROOKINGS,44.31581,-96.80346,
MIDWEST TRUCKING (FORMER MADISON METAL),MADISON,SD,LAKE,44.00141,-97.137809,
AMERICAN TEL & TEL CO LONG LINES,BRITTON,SD,MARSHALL,45.791168,-97.754941,
SD DOT - MAINTENANCE YARD - FAULKTON (FORMER),FAULKTON,SD,FAULK,45.039506,-99.126327,
FEDERAL PRISON CAMP YANKTON,YANKTON,SD,YANKTON,42.88186,-97.39192,
"LOAD KING, LLC.",ELK POINT,SD,UNION,42.6856,-96.67561,
LUS MOBILE AUTO AND TRUCK SERVICE,ASTORIA,SD,DEUEL,44.55722,-96.54559,
DAKOTALAND AUTO GLASS,SIOUX FALLS,SD,MINNEHAHA,43.58386,-96.70043,
TSA @ BROOKINGS MUNICIPAL AIRPORT BKX,BROOKINGS,SD,BROOKINGS,44.305017,-96.80595,
ELECTRO-MAGIC SUBSIDIARY (FORMER),VERMILLION,SD,CLAY,42.786692,-96.95117,
OMAHA LINE HYDRAULICS,NORTH SIOUX CITY,SD,UNION,42.53357,-96.49461,
THE SHERWIN-WILLIAMS CO (FORMER LOCATION),WATERTOWN,SD,CODINGTON,44.89959,-97.11026,
SEXAUER COMPANY,MILLER,SD,HAND,44.529568,-98.983558,
"GRAHAM TIRE COMPANY OF PIERRE, LLC",PIERRE,SD,HUGHES,44.369158,-100.357942,
MOUNT MARTY COLLEGE - SPORTS FACILITY,YANKTON,SD,YANKTON,42.87621,-97.410076,SDR10J436
SIOUX FALLS CONSTRUCTION CO (FORMER),SIOUX FALLS,SD,MINNEHAHA,43.53911,-96.71632,
QUALITY AUTO BODY,CUSTER,SD,CUSTER,43.76767,-103.59979,
"STERN OIL COMPANY, INC. - SHOP",FREEMAN,SD,HUTCHINSON,43.346492,-97.420486,
SHIPLEYS LAUNDRY (FORMER),SIOUX FALLS,SD,MINNEHAHA,43.54729,-96.72916,
EDS TOWING AND REPAIR,RAPID CITY,SD,PENNINGTON,44.096175,-103.180297,
ONE HOUR MARTINIZING (CLOSED),SIOUX FALLS,SD,MINNEHAHA,43.546738,-96.690177,
DEA - CLANDESTINE DRUG LAB,SIOUX FALLS,SD,MINNEHAHA,43.526815,-96.778774,
ORE CAR EXPRESS,LEAD,SD,LAWRENCE,44.35266,-103.77727,
"SIOUX FALLS, CITY OF - HEALTH DEPARTMENT",SIOUX FALLS,SD,MINNEHAHA,43.553909,-96.728359,
LOWER BRULE SIOUX TRIBE,LOWER BRULE,SD,LYMAN,44.069222,-99.566778,SD0020800
MIDWESTERN MECHANICAL,SIOUX FALLS,SD,MINNEHAHA,43.591835,-96.698099,
ARMOUR SD SKILLED NURSING FACILITY LLC DBA AVANTARA ARMOUR,ARMOUR,SD,DOUGLAS,43.311772,-98.3449,
HOT STUFF FOODS LLC,SIOUX FALLS,SD,MINNEHAHA,43.572983,-96.765856,
PRAIRIE LAKES HOSPITAL,WATERTOWN,SD,CODINGTON,44.91186,-97.11938,
HI-SHEAR TECHNOLOGY CORPORATION,CLEAR LAKE,SD,DEUEL,44.77572,-96.666974,
EXIDE BATTERY SALES-ESB INC,SIOUX FALLS,SD,LINCOLN,43.55577,-96.72834,
MG OIL COMPANY,RAPID CITY,SD,PENNINGTON,44.08216,-103.23542,
AVANTARA HURON,HURON,SD,BEADLE,44.350686,-98.230709,
KMART 9273 (CLOSED),PIERRE,SD,HUGHES,44.377713,-100.317664,
FLYING J TRUCK STOP (FKA BOSSELMAN TRAVEL CENTER),RAPID CITY,SD,PENNINGTON,44.11195,-103.272,
THE SHERWIN-WILLIAMS CO,ABERDEEN,SD,BROWN,45.46874,-98.48806,
DAKOTA DRY CLEANERS,SIOUX FALLS,SD,MINNEHAHA,43.501212,-96.707852,
NICKS 66,SIOUX FALLS,SD,MINNEHAHA,43.54397,-96.74191,
EDP ENGINEERING GROUP,WEBSTER,SD,DAY,45.342927,-97.524045,
DAKOTA BALANCE/BALANCE SYSTEMS INC,SIOUX FALLS,SD,MINNEHAHA,43.53667,-96.63496,
KMART 9184 (CLOSED),HURON,SD,BEADLE,44.345402,-98.228759,
RMS ROLLER GRINDER INC.,HARRISBURG,SD,LINCOLN,43.43612,-96.79332,
AKASKA EQUITY EXCHANGE,AKASKA,SD,WALWORTH,45.3314,-100.11787,
BIERSCHBACH EQUIPMENT,SIOUX FALLS,SD,MINNEHAHA,43.56798,-96.76744,
HUB CITY INC,BROOKINGS,SD,BROOKINGS,44.32176,-96.81102,
