stage_value_display_sortable,data_provider,abbrev,stage_value_display,station_num,meas_value_display_sortable,meas_flagb,wd,meas_flaga,row_color,water_source,gnis_id,detailsLink,contr_area,st,meas_value,modified,cty,station_type,modifiedDate,meas_units,stage_flagb,stage_flaga,stream_mile,symbol_shape,longdecdeg,meas_value_display,drain_area,huc10,location_accuracy,more_information,parameter,utm_y,utm_x,station_name,symbol_color,stage_value,symbol_scale,data_category,county,latdecdeg,stage_units,station_name_display,div,usgs_station_id,meas_date_time,wdid,stage_parameter
1.1400000000000001,DWR,PREWINCO,1.14 ft,2918,15.4,null,64,O,null,SOUTH PLATTE RIVER,00201759,PREWINCO,null,CO,15.4,/Date(1639017140040)/,61,Diversion Structure,/Date(1638946800000)/,cfs,null,O,94.89,Circle,-103.408866,15.4 cfs,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/PREWINCO?params=DISCHRG,DISCHRG,4473399.0,635026.0,"PREWITT INLET CANAL NEAR MERINO, CO",Green,1.1400000000000001,13,Surface Water,WASHINGTON,40.400266,ft,"PREWITT INLET CANAL NEAR MERINO, CO",1,null,/Date(1639017000000)/,0100829,GAGE_HT
null,DWR,PRLBWRCO,null,9405,9.83,null,6,O,null,BOULDER CREEK,00178354,PRLBWRCO,null,CO,9.83,/Date(1639016059977)/,7,Diversion Structure,/Date(1638946800000)/,cfs,null,null,22.27,Circle,-105.26627,9.83 cfs,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/PRLBWRCO?params=DISCHRG,DISCHRG,4430099.0,477279.0,PEARL STREET FLUME BOULDER & WHITE ROCK DITCH,Green,null,13,Surface Water,BOULDER,40.0208,null,PEARL STREET FLUME BOULDER & WHITE ROCK DITCH,1,null,/Date(1639015200000)/,0600516,null
0.13,DWR,PRWDITCO,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",1678,0.552,null,20,O,null,TRANSBASIN WATER,null,PRWDITCO,null,CO,0.552,/Date(1635528169080)/,27,Diversion Structure,/Date(1635487200000)/,cfs,null,O,null,Circle,-107.317797,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",null,14080101,User supplied,https://dwr.state.co.us/Tools/Stations/PRWDITCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4172666.8,295605.0,PINE RIVER WEMINUCHE PASS DITCH AT WEMINUCHE PASS,Green,0.13,13,Surface Water,HINSDALE,37.678455,ft,PINE RIVER WEMINUCHE PASS DITCH AT WEMINUCHE PASS,3,09351000,null,2000919,GAGE_HT
-0.3,DWR,PTCKSLCO,-0.30 ft,2879,0,null,56,O,null,POT CREEK,00201946,PTCKSLCO,null,UT,0,/Date(1639017950283)/,null,Diversion Structure,/Date(1638946800000)/,cfs,null,O,8.52,Circle,-109.051958,0 cfs,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/PTCKSLCO?params=DISCHRG,DISCHRG,4510447.0,157506.0,POT CREEK AT UTAH-COLORADO STATELINE,Green,-0.3,13,Surface Water,null,40.673795,ft,POT CREEK AT UTAH-COLORADO STATELINE,6,null,/Date(1639017000000)/,5608001,GAGE_HT
-1310.72,DWR,PTMDGPCO,-1310.72 ft,2791,0,null,45,O,null,SOUTH CANYON CREEK,00174795,PTMDGPCO,null,CO,0,/Date(1639016749840)/,23,Diversion Structure,/Date(1638946800000)/,cfs,null,O,5.56,Circle,-107.418012,0 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/PTMDGPCO?params=DISCHRG,DISCHRG,4373354.5,292045.3,"PORTER THREE MILE DITCH AT GARFIELD PASS, CO",Green,-1310.72,13,Surface Water,GARFIELD,39.484673,ft,"PORTER THREE MILE DITCH AT GARFIELD PASS, CO",5,null,/Date(1639016100000)/,4501143,GAGE_HT
null,DWR,PTRDITCO,null,3021,30.18,null,64,O,null,SOUTH PLATTE RIVER,00201759,PTRDITCO,null,CO,30.18,/Date(1639016518017)/,58,Diversion Structure,/Date(1638946800000)/,cfs,null,null,21.79,Circle,-102.549698,30.18 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/PTRDITCO?params=DISCHRG,DISCHRG,4533196.5,706321.0,PETERSEN DITCH,Green,null,13,Surface Water,SEDGWICK,40.923869,null,PETERSEN DITCH,1,null,/Date(1639015200000)/,6400504,null
4865.52,DWR,PUERESCO,4865.52 ft,2066,185773,null,14,O,null,ARKANSAS RIVER,00078956,PUERESCO,null,CO,185773,/Date(1639016749917)/,0,Storage Structure,/Date(1638946800000)/,ACFT,null,O,203.07,Triangle,-104.724822,185773 ACFT,null,11020002,User supplied,https://dwr.state.co.us/Tools/Stations/PUERESCO?params=STORAGE,STORAGE,4235778.5,524072.1,PUEBLO RESERVOIR NEAR PUEBLO,Blue,4865.52,13,Surface Water,UNKNOWN,38.269731,ft,PUEBLO RESERVOIR NEAR PUEBLO,2,null,/Date(1639016100000)/,1403526,ELEV
null,U.S. Geological Survey,PURBTRCO,null,778,27.6,null,19,O,null,PURGATOIRE RIVER,00201784,PURBTRCO,0,CO,27.6,/Date(1639017951237)/,36,Stream Gage,/Date(1638946800000)/,cfs,null,null,167.76,Circle,-104.547778,27.6 cfs,672,11020010,User supplied,https://dwr.state.co.us/Tools/Stations/PURBTRCO?params=DISCHRG,DISCHRG,4110932.4,540162.3,"PURGATOIRE RIVER BELOW TRINIDAD LAKE, CO.",Blue,null,13,Surface Water,LAS ANIMAS,37.14391,null,"PURGATOIRE RIVER BELOW TRINIDAD LAKE, CO.<br><font color=""green"">U.S. Geological Survey</font>",2,07124410,/Date(1639017000000)/,1909507,null
3.0300000000000002,DWR,PURFICCO,3.03 ft,3537,11.5,null,19,O,null,PURGATOIRE RIVER,00201784,PURFICCO,null,CO,11.5,/Date(1639018730757)/,36,Stream Gage,/Date(1638946800000)/,cfs,null,O,140.87,Circle,-104.242419,11.5 cfs,0,null,User supplied,https://dwr.state.co.us/Tools/Stations/PURFICCO?params=DISCHRG,DISCHRG,4123083.0,567185.0,PURGATOIRE RIVER AT FISHERS CROSSING,Blue,3.0300000000000002,13,Surface Water,LAS ANIMAS,37.25188,ft,PURGATOIRE RIVER AT FISHERS CROSSING,2,null,/Date(1639017900000)/,1909503,GAGE_HT
2.06,DWR,PURHILCO,"2.06 ft <sup><span title=""Equipment malfunction"" style=""cursor: help;"">Eqp</span></sup>",2425,13.600000000000001,Eqp,17,O,null,PURGATOIRE RIVER,00201784,PURHILCO,null,CO,13.600000000000001,/Date(1639017050157)/,6,Stream Gage,/Date(1638946800000)/,cfs,null,O,17.64,Circle,-103.300692,"13.6 cfs <sup><span title=""Equipment malfunction"" style=""cursor: help;"">Eqp</span></sup>",null,null,User supplied,https://dwr.state.co.us/Tools/Stations/PURHILCO?params=DISCHRG,DISCHRG,4196156.0,649402.0,PURGATOIRE RIVER BLW HIGHLAND DAM NR LAS ANIMAS,Blue,2.06,13,Surface Water,BENT,37.900681,ft,PURGATOIRE RIVER BLW HIGHLAND DAM NR LAS ANIMAS,2,null,/Date(1639016100000)/,1700900,GAGE_HT
1.28,DWR,PURHOECO,1.28 ft,1101,5.5,null,19,O,null,PURGATOIRE RIVER,00201784,PURHOECO,null,CO,5.5,/Date(1639015969693)/,36,Stream Gage,/Date(1638946800000)/,cfs,null,O,154.76,Circle,-104.401716,5.5 cfs,857,11020010,User supplied,https://dwr.state.co.us/Tools/Stations/PURHOECO?params=DISCHRG,DISCHRG,4122660.0,553060.0,"PURGATOIRE RIVER NEAR HOEHNE, CO.",Blue,1.28,13,Surface Water,LAS ANIMAS,37.248979,ft,"PURGATOIRE RIVER NEAR HOEHNE, CO.",2,07125000,/Date(1639015200000)/,1909513,GAGE_HT
null,U.S. Geological Survey,PURLASCO,null,1294,14.6,null,17,O,null,PURGATOIRE RIVER,00201784,PURLASCO,3306,CO,14.6,/Date(1639016755390)/,6,Stream Gage,/Date(1638946800000)/,cfs,null,null,3.43,Circle,-103.201423,14.6 cfs,3318,11020010,User supplied,https://dwr.state.co.us/Tools/Stations/PURLASCO?params=DISCHRG,DISCHRG,4211138.7,657843.6,"PURGATOIRE RIVER NEAR LAS ANIMAS, CO.",Blue,null,13,Surface Water,BENT,38.03423,null,"PURGATOIRE RIVER NEAR LAS ANIMAS, CO.<br><font color=""green"">U.S. Geological Survey</font>",2,07128500,/Date(1639016100000)/,1709518,null
null,U.S. Geological Survey,PURMADCO,null,1100,12.9,null,19,O,null,PURGATOIRE RIVER,00201784,PURMADCO,0,CO,12.9,/Date(1639015554843)/,36,Stream Gage,/Date(1638946800000)/,cfs,null,null,173.73,Circle,-104.639999,12.9 cfs,505,11020010,User supplied,https://dwr.state.co.us/Tools/Stations/PURMADCO?params=DISCHRG,DISCHRG,4109295.1,531978.0,"PURGATOIRE RIVER AT MADRID, CO.",Blue,null,13,Surface Water,LAS ANIMAS,37.12947,null,"PURGATOIRE RIVER AT MADRID, CO.<br><font color=""green"">U.S. Geological Survey</font>",2,07124200,/Date(1639014300000)/,1909504,null
2.85,DWR,PURNINCO,2.85 ft,500,4.4,null,17,O,null,PURGATOIRE RIVER,00201784,PURNINCO,null,CO,4.4,/Date(1639016840040)/,45,Stream Gage,/Date(1638946800000)/,cfs,null,O,50.12,Circle,-103.510993,4.4 cfs,2900,11020010,Digitized,https://dwr.state.co.us/Tools/Stations/PURNINCO?params=DISCHRG,DISCHRG,4175224.0,631240.0,PURGATOIRE RIVER AT NINEMILE DAM NEAR HIGBEE,Blue,2.85,13,Surface Water,OTERO,37.714882,ft,PURGATOIRE RIVER AT NINEMILE DAM NEAR HIGBEE,2,07126500,/Date(1639016100000)/,1709517,GAGE_HT
null,U.S. Geological Survey,PURRCKCO,null,1004,14.6,null,19,O,null,PURGATOIRE RIVER,00201784,PURRCKCO,2623,CO,14.6,/Date(1639017951487)/,36,Stream Gage,/Date(1638946800000)/,cfs,null,null,63.38,Circle,-103.59357,14.6 cfs,2635,11020010,User supplied,https://dwr.state.co.us/Tools/Stations/PURRCKCO?params=DISCHRG,DISCHRG,4164401.2,624122.3,"PURGATOIRE RIVER AT ROCK CROSSING NR TIMPAS, CO.",Blue,null,13,Surface Water,LAS ANIMAS,37.618351,null,"PURGATOIRE RIVER AT ROCK CROSSING NR TIMPAS, CO.<br><font color=""green"">U.S. Geological Survey</font>",2,07126485,/Date(1639017300000)/,1909505,null
null,U.S. Geological Survey,PURTHACO,null,884,15.4,null,19,O,null,PURGATOIRE RIVER,00201784,PURTHACO,1779,CO,15.4,/Date(1639017951360)/,36,Stream Gage,/Date(1638946800000)/,cfs,null,null,104.73,Circle,-103.900253,15.4 cfs,1791,11020010,User supplied,https://dwr.state.co.us/Tools/Stations/PURTHACO?params=DISCHRG,DISCHRG,4134978.0,597395.4,"PURGATOIRE RIVER NEAR THATCHER, CO.",Blue,null,13,Surface Water,LAS ANIMAS,37.356412,null,"PURGATOIRE RIVER NEAR THATCHER, CO.<br><font color=""green"">U.S. Geological Survey</font>",2,07126300,/Date(1639017300000)/,1909508,null
1.1400000000000001,DWR,PURTRICO,1.14 ft,881,33.9,null,19,O,null,PURGATOIRE RIVER,00201784,PURTRICO,0,CO,33.9,/Date(1639016749917)/,36,Stream Gage,/Date(1638946800000)/,cfs,null,O,164.56,Circle,-104.507686,33.9 cfs,795,11020010,User supplied,https://dwr.state.co.us/Tools/Stations/PURTRICO?params=DISCHRG,DISCHRG,4114121.0,543706.0,PURGATOIRE RIVER AT TRINIDAD,Blue,1.1400000000000001,13,Surface Water,LAS ANIMAS,37.172496,ft,PURGATOIRE RIVER AT TRINIDAD,2,07124500,/Date(1639016100000)/,1909506,GAGE_HT
null,DWR,PVLCANCO,null,5956,4.01,null,3,O,null,CACHE LA POUDRE RIVER,00205018,PVLCANCO,null,CO,4.01,/Date(1639016548490)/,35,Diversion Structure,/Date(1638946800000)/,cfs,null,null,54.49,Circle,-105.204073,4.01 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/PVLCANCO?params=DISCHRG,DISCHRG,4500980.0,482750.0,PLEASANT VALLEY LAKE CNL,Green,null,13,Surface Water,LARIMER,40.659511,null,PLEASANT VALLEY LAKE CNL,1,null,/Date(1639014300000)/,0300910,null
-2.47,DWR,PWPBASCO,"-2.47 ft <sup><span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span></sup>",8626,null,Ssn,11,O,null,BROWNS CREEK,00189350,PWPBASCO,null,CO,null,/Date(1639016869910)/,8,Diversion Structure,/Date(1638946800000)/,cfs,null,O,3.94,Circle,-106.115829,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",null,null,GPS,https://dwr.state.co.us/Tools/Stations/PWPBASCO?params=DISCHRG,DISCHRG,4282246.0,402949.0,PUEBLO WEST PIONEER (BROWN) AUGMENTATION STATION,Green,-2.47,13,Surface Water,CHAFFEE,38.683507,ft,PUEBLO WEST PIONEER (BROWN) AUGMENTATION STATION,2,null,/Date(1639016100000)/,1101240,GAGE_HT
null,DWR,PWSCHECO,null,8753,0,null,8,O,null,CHERRY CREEK,00181657,PWSCHECO,null,CO,0,/Date(1639015939600)/,18,Stream Gage,/Date(1638946800000)/,cfs,null,null,26.78,Circle,-104.769742,0 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/PWSCHECO?params=DISCHRG,DISCHRG,4369237.0,519806.0,PARKER WATER AND SANITATION DISTRICT REGIONAL POND DELIVERY TO CHERRY CREEK,Blue,null,13,Surface Water,DOUGLAS,39.472499,null,PARKER WATER AND SANITATION DISTRICT REGIONAL POND DELIVERY TO CHERRY CREEK,1,PWSCHEC,/Date(1639015200000)/,0803008,null
null,DWR,PWSNG2CO,null,8754,0,null,8,O,null,CHERRY CREEK,00181657,PWSNG2CO,null,CO,0,/Date(1639015939600)/,18,Diversion Structure,/Date(1638946800000)/,cfs,null,null,29.13,Circle,-104.769742,0 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/PWSNG2CO?params=DISCHRG,DISCHRG,4369237.0,519806.0,PARKER WATER AND SANITATION DISTRICT NEWLIN GULCH AQUEDUCT NO 2 DELIVERY T,Green,null,13,Surface Water,DOUGLAS,39.472499,null,PARKER WATER AND SANITATION DISTRICT NEWLIN GULCH AQUEDUCT NO 2 DELIVERY T,1,PWSNG2,/Date(1639015200000)/,0800803,null
-0.98,DWR,PWWDASCO,-0.98 ft,5939,0,null,11,O,null,CHALK CREEK,00189333,PWWDASCO,null,CO,0,/Date(1639017590343)/,8,Diversion Structure,/Date(1638946800000)/,cfs,null,O,5.41,Circle,-106.149689,0 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/PWWDASCO?params=DISCHRG,DISCHRG,4288429.4,400081.3,PUEBLO WEST COMBINED AUGMENTATION STATION NEAR WILLOWDALE HEADGATE,Green,-0.98,13,Surface Water,CHAFFEE,38.738897,ft,PUEBLO WEST COMBINED AUGMENTATION STATION NEAR WILLOWDALE HEADGATE,2,null,/Date(1639017000000)/,1109526,GAGE_HT
0.39,DWR,RACRSTCO,0.39 ft,2774,0,null,19,O,null,RATON CREEK,00194725,RACRSTCO,null,CO,0,/Date(1639017290147)/,36,Stream Gage,/Date(1638946800000)/,cfs,null,O,2.57,Circle,-104.523609,0 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/RACRSTCO?params=DISCHRG,DISCHRG,4109020.0,542318.0,"RATON CREEK ABOVE STARKVILLE, CO",Blue,0.39,13,Surface Water,LAS ANIMAS,37.12658,ft,"RATON CREEK ABOVE STARKVILLE, CO",2,null,/Date(1639017000000)/,1909509,GAGE_HT
0.12,DWR,RALBLWCO,0.12 ft,7648,0.269,null,7,O,null,RALSTON CREEK,00181545,RALBLWCO,null,CO,0.269,/Date(1639017050097)/,30,Stream Gage,/Date(1638946800000)/,cfs,null,O,11.64,Circle,-105.231522,0.269 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/RALBLWCO?params=DISCHRG,DISCHRG,4408788.0,480189.0,RALSTON CREEK BELOW RALSTON RESERVOIR,Blue,0.12,13,Surface Water,JEFFERSON,39.828864,ft,RALSTON CREEK BELOW RALSTON RESERVOIR,1,null,/Date(1639015200000)/,0702334,GAGE_HT
0.12,DWR,RALCCKCO,0.12 ft,7711,null,M,7,O,null,RALSTON CREEK,00181545,RALCCKCO,null,CO,null,/Date(1639018610497)/,30,Stream Gage,/Date(1638946800000)/,cfs,null,O,0.94,Circle,-105.06809,"<span title=""Missing Rating Table"" style=""cursor: help;"">M</span>",null,null,GPS,https://dwr.state.co.us/Tools/Stations/RALCCKCO?params=DISCHRG,DISCHRG,4405868.0,494172.0,RALSTON CREEK ABOVE CLEAR CREEK CONFLUENCE,Blue,0.12,13,Surface Water,JEFFERSON,39.802766,ft,RALSTON CREEK ABOVE CLEAR CREEK CONFLUENCE,1,null,/Date(1639017900000)/,0702336,GAGE_HT
0.41000000000000003,DWR,RALCRKCO,0.41 ft,2087,0.27,null,7,O,null,RALSTON CREEK,00181545,RALCRKCO,null,CO,0.27,/Date(1639015789553)/,30,Stream Gage,/Date(1638946800000)/,cfs,null,O,13.86,Circle,-105.261607,0.27 cfs,null,10190004,GPS,https://dwr.state.co.us/Tools/Stations/RALCRKCO?params=DISCHRG,DISCHRG,4407950.0,477612.0,RALSTON CREEK ABOVE RALSTON RESERVOIR NEAR GOLDEN,Blue,0.41000000000000003,13,Surface Water,JEFFERSON,39.82125,ft,RALSTON CREEK ABOVE RALSTON RESERVOIR NEAR GOLDEN,1,null,/Date(1639015200000)/,0702310,GAGE_HT
null,DWR,RAMDITCO,null,3058,0,null,64,O,null,SOUTH PLATTE RIVER,00201759,RAMDITCO,null,CO,0,/Date(1639017720803)/,38,Diversion Structure,/Date(1638946800000)/,cfs,null,null,47.27,Circle,-102.945647,0 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/RAMDITCO?params=DISCHRG,DISCHRG,4517933.5,673316.9,RAMSEY DITCH,Green,null,13,Surface Water,LOGAN,40.794132,null,RAMSEY DITCH,1,null,/Date(1639015200000)/,6400514,null
null,U.S. Geological Survey,RANFRACO,null,1304,2.49,null,51,O,null,RANCH CREEK,00180941,RANFRACO,0,CO,2.49,/Date(1639017957627)/,25,Stream Gage,/Date(1638946800000)/,cfs,null,null,10.4,Circle,-105.765571,2.49 cfs,19,14010001,User supplied,https://dwr.state.co.us/Tools/Stations/RANFRACO?params=DISCHRG,DISCHRG,4422486.8,434603.7,"RANCH CREEK NEAR FRASER, CO.",Blue,null,13,Surface Water,GRAND,39.949995,null,"RANCH CREEK NEAR FRASER, CO.<br><font color=""green"">U.S. Geological Survey</font>",5,09032000,/Date(1639017000000)/,5102137,null
null,U.S. Geological Survey,RANMEACO,null,2360,17,null,51,O,"rgba(255,205,0,0.7)",ROCK CREEK,00173234,RANMEACO,0,CO,17,/Date(1635262377277)/,25,Stream Gage,/Date(1635228000000)/,cfs,null,null,1.37,Circle,-105.828101,null,65,14010001,User supplied,https://dwr.state.co.us/Tools/Stations/RANMEACO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4427975.0,429313.0,"RANCH CREEK BLW MEADOW CR NR TABERNASH, CO",Blue,null,13,Surface Water,GRAND,39.99901,null,"RANCH CREEK BLW MEADOW CR NR TABERNASH, CO<br><font color=""green"">U.S. Geological Survey</font>",5,09033100,null,5102136,null
0,DWR,RAZAVUCO,"0.00 ft <sup><span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span></sup>",2809,null,Ssn,28,O,null,RAZOR CREEK,00189657,RAZAVUCO,null,CO,null,/Date(1639017890313)/,55,Stream Gage,/Date(1638946800000)/,cfs,null,O,10.17,Circle,-106.657849,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",null,null,User supplied,https://dwr.state.co.us/Tools/Stations/RAZAVUCO?params=DISCHRG,DISCHRG,4245395.0,355126.0,RAZOR CREEK ABOVE VOUGA RESERVOIR NEAR DOYLEVILLE,Blue,0,13,Surface Water,SAGUACHE,38.345005,ft,RAZOR CREEK ABOVE VOUGA RESERVOIR NEAR DOYLEVILLE,4,null,/Date(1639017000000)/,2801189,GAGE_HT
0.01,DWR,RAZBVGCO,"0.01 ft <sup><span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span></sup>",2808,null,Ssn,28,O,null,RAZOR CREEK,00189657,RAZBVGCO,null,CO,null,/Date(1639016029880)/,55,Stream Gage,/Date(1638946800000)/,cfs,null,O,9.3,Circle,-106.664453,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",null,null,User supplied,https://dwr.state.co.us/Tools/Stations/RAZBVGCO?params=DISCHRG,DISCHRG,4246630.0,354571.0,RAZOR CREEK BELOW VOUGA RESERVOIR NEAR DOYLEVILLE,Blue,0.01,13,Surface Water,SAGUACHE,38.356041,ft,RAZOR CREEK BELOW VOUGA RESERVOIR NEAR DOYLEVILLE,4,null,/Date(1639015200000)/,2801253,GAGE_HT
null,Upper Arkansas Water Conservancy District,RBLRESCO,null,3669,10,null,11,O,null,MIDDLE COTTONWOOD CREEK,00189112,RBLRESCO,null,CO,10,/Date(1639017115610)/,8,Storage Structure,/Date(1638946800000)/,ACFT,null,null,1.87,Triangle,-106.31994,10 ACFT,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/RBLRESCO?params=STORAGE,STORAGE,4296610.0,385399.0,RAINBOW LAKE RESERVOIR,Blue,null,13,Surface Water,CHAFFEE,38.810819,null,"RAINBOW LAKE RESERVOIR<br><font color=""green"">Upper Arkansas Water Conservancy District</font>",2,4C,/Date(1639012500000)/,1103535,null
null,DWR,RCCDIVCO,null,7957,0.56,null,7,O,null,RALSTON CREEK,00181545,RCCDIVCO,null,CO,0.56,/Date(1639016509777)/,30,Diversion Structure,/Date(1638946800000)/,cfs,null,null,11.7,Circle,-105.23255,0.56 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/RCCDIVCO?params=DISCHRG,DISCHRG,4408782.0,480101.0,RALSTON-CLEAR CREEK CANAL,Green,null,13,Surface Water,JEFFERSON,39.828808,null,RALSTON-CLEAR CREEK CANAL,1,null,/Date(1639016100000)/,0700764,null
null,DWR,RCCRELCO,null,7958,0.2,null,7,O,null,RALSTON CREEK,00181545,RCCRELCO,null,CO,0.2,/Date(1639016509823)/,30,Diversion Structure,/Date(1638946800000)/,cfs,null,null,9.39,Circle,-105.193228,0.2 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/RCCRELCO?params=DISCHRG,DISCHRG,4402812.0,483453.0,RALSTON-CLEAR CREEK CANAL RELEASE TO CLEAR CREEK,Green,null,13,Surface Water,JEFFERSON,39.77509,null,RALSTON-CLEAR CREEK CANAL RELEASE TO CLEAR CREEK,1,null,/Date(1639016100000)/,0702350,null
null,U.S. Geological Survey,RCHAABNM,null,2117,200,null,20,O,null,RIO CHAMA,00923661,RCHAABNM,1500,NM,200,/Date(1639016164083)/,null,Stream Gage,/Date(1638946800000)/,cfs,null,null,0.0,Circle,-106.599531,200 cfs,1600,13020102,User supplied,https://dwr.state.co.us/Tools/Stations/RCHAABNM?params=DISCHRG,DISCHRG,4020498.6,356414.9,RIO CHAMA ABOVE ABIQUIU DAM,Blue,null,13,Surface Water,null,36.318822,null,"RIO CHAMA ABOVE ABIQUIU DAM<br><font color=""green"">U.S. Geological Survey</font>",3,08286500,/Date(1639015200000)/,2002133,null
null,U.S. Geological Survey,RCHBABNM,null,2188,500,null,20,O,null,RIO CHAMA,00923661,RCHBABNM,2047,NM,500,/Date(1639016763600)/,null,Stream Gage,/Date(1638946800000)/,cfs,null,null,0.0,Circle,-106.417417,500 cfs,2147,13020102,User supplied,https://dwr.state.co.us/Tools/Stations/RCHBABNM?params=DISCHRG,DISCHRG,4011191.7,372631.3,RIO CHAMA BELOW ABIQUIU DAM,Blue,null,13,Surface Water,null,36.237222,null,"RIO CHAMA BELOW ABIQUIU DAM<br><font color=""green"">U.S. Geological Survey</font>",3,08287000,/Date(1639016100000)/,2002134,null
null,U.S. Geological Survey,RCHCHANM,null,2189,491,null,20,O,null,RIO CHAMA,00923661,RCHCHANM,3044,NM,491,/Date(1639016164160)/,null,Stream Gage,/Date(1638946800000)/,cfs,null,null,0.0,Circle,-106.111694,491 cfs,3144,13020102,User supplied,https://dwr.state.co.us/Tools/Stations/RCHCHANM?params=DISCHRG,DISCHRG,3992678.8,399896.8,"RIO CHAMA NEAR CHAMITA, NM.",Blue,null,13,Surface Water,null,36.073556,null,"RIO CHAMA NEAR CHAMITA, NM.<br><font color=""green"">U.S. Geological Survey</font>",3,08290000,/Date(1639015200000)/,2002135,null
null,U.S. Geological Survey,RCHELVNM,null,2373,199,null,20,O,null,RIO CHAMA,00923661,RCHELVNM,777,NM,199,/Date(1639018579183)/,null,Stream Gage,/Date(1638946800000)/,cfs,null,null,0.0,Circle,-106.724767,199 cfs,877,13020102,User supplied,https://dwr.state.co.us/Tools/Stations/RCHELVNM?params=DISCHRG,DISCHRG,4049708.9,345691.0,"RIO CHAMA BELOW EL VADO DAM, NM",Blue,null,13,Surface Water,null,36.580383,null,"RIO CHAMA BELOW EL VADO DAM, NM<br><font color=""green"">U.S. Geological Survey</font>",3,08285500,/Date(1639017900000)/,2002140,null
null,U.S. Geological Survey,RCHLAPNM,null,2183,30.7,null,20,O,null,RIO CHAMA,00923661,RCHLAPNM,null,NM,30.7,/Date(1639018579137)/,null,Stream Gage,/Date(1638946800000)/,cfs,null,null,0.0,Circle,-106.633367,30.7 cfs,480,13020102,User supplied,https://dwr.state.co.us/Tools/Stations/RCHLAPNM?params=DISCHRG,DISCHRG,4058693.5,354024.2,"RIO CHAMA NEAR LA PUENTA, NM.",Blue,null,13,Surface Water,null,36.662658,null,"RIO CHAMA NEAR LA PUENTA, NM.<br><font color=""green"">U.S. Geological Survey</font>",3,08284100,/Date(1639017900000)/,2002136,null
0.56,DWR,RCKTARCO,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",1965,8.31,null,23,O,null,ROCK CREEK,00183219,RCKTARCO,null,CO,8.31,/Date(1628013651903)/,47,Stream Gage,/Date(1627970400000)/,cfs,null,O,0.48,Circle,-105.696942,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",null,10190001,User supplied,https://dwr.state.co.us/Tools/Stations/RCKTARCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4349676.5,439902.1,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,Blue,0.56,13,Surface Water,PARK,39.294381,ft,ROCK CREEK ABOVE CONFLUENCE WITH TARRYALL CREEK,1,null,null,2302915,GAGE_HT
null,DWR,RCWDITCO,null,3582,0,null,4,O,null,LITTLE THOMPSON RIVER,00177961,RCWDITCO,null,CO,0,/Date(1639016547050)/,35,Diversion Structure,/Date(1638946800000)/,cfs,null,null,17.9,Circle,-105.059934,0 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/RCWDITCO?params=DISCHRG,DISCHRG,4460502.0,494907.0,ROCKWELL DITCH,Green,null,13,Surface Water,LARIMER,40.295007,null,ROCKWELL DITCH,1,null,/Date(1639015200000)/,0400601,null
25.61,DWR,REDRESCO,25.61 ft,3236,292,null,33,O,null,HAY GULCH,00179113,REDRESCO,null,CO,292,/Date(1639017350170)/,34,Storage Structure,/Date(1638946800000)/,ACFT,null,O,1.18,Triangle,-108.141924,292 ACFT,null,null,GPS,https://dwr.state.co.us/Tools/Stations/REDRESCO?params=STORAGE,STORAGE,4117921.0,221016.0,RED MESA RESERVOIR NEAR RED MESA,Blue,25.61,13,Surface Water,LA PLATA,37.166093,ft,RED MESA RESERVOIR NEAR RED MESA,7,null,/Date(1639017000000)/,3303522,ELEV
